# blastp
# Iteration: 8
# Query: 6KFS_A
# RID: 0BN3H81S016
# Database: refseq_protein
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 199 hits found
6KFS_A	WP_123983592.1	28.571	252	169	3	15	264	2	244	7.57e-139	399	46.43
6KFS_A	WP_122929104.1	28.685	251	168	3	13	261	3	244	9.94e-139	399	46.61
6KFS_A	WP_166549273.1	29.020	255	170	4	12	264	2	247	3.57e-138	398	44.71
6KFS_A	WP_124576869.1	30.315	254	166	4	12	263	2	246	5.37e-138	397	47.24
6KFS_A	WP_027384690.1	26.693	251	173	3	16	264	2	243	6.83e-138	397	45.82
6KFS_A	WP_116012095.1	26.984	252	173	4	15	264	2	244	7.08e-138	397	46.43
6KFS_A	WP_100375240.1	25.692	253	177	4	15	265	2	245	1.74e-137	396	46.25
6KFS_A	WP_089871418.1	26.693	251	173	3	16	264	2	243	2.28e-137	396	45.82
6KFS_A	WP_055131730.1	29.020	255	170	4	12	264	2	247	2.49e-137	396	47.45
6KFS_A	WP_103248721.1	26.295	251	174	4	16	264	2	243	2.62e-137	396	46.22
6KFS_A	WP_077921918.1	30.159	252	165	3	12	261	2	244	2.90e-137	396	47.22
6KFS_A	WP_109673212.1	30.196	255	167	4	12	264	2	247	3.93e-137	395	47.06
6KFS_A	WP_079467908.1	27.273	253	173	4	14	264	3	246	4.07e-137	395	45.06
6KFS_A	WP_160376098.1	29.804	255	168	3	12	264	2	247	4.50e-137	395	47.06
6KFS_A	WP_048510624.1	27.092	251	172	4	16	264	2	243	8.49e-137	394	47.81
6KFS_A	WP_173779818.1	28.287	251	169	3	12	260	2	243	9.82e-137	394	46.61
6KFS_A	WP_129601184.1	30.556	252	164	3	12	261	2	244	1.09e-136	394	47.22
6KFS_A	WP_044234271.1	31.621	253	162	4	12	262	2	245	2.14e-136	393	48.22
6KFS_A	WP_078674445.1	27.092	251	172	3	16	264	2	243	3.21e-136	393	45.82
6KFS_A	WP_012026570.1	27.451	255	174	4	12	264	2	247	3.37e-136	393	45.88
6KFS_A	WP_047400736.1	26.693	251	173	4	16	264	2	243	4.21e-136	392	47.01
6KFS_A	WP_073408386.1	27.451	255	174	4	12	264	2	247	4.29e-136	392	46.67
6KFS_A	WP_106635994.1	27.381	252	172	4	15	264	2	244	5.43e-136	392	47.22
6KFS_A	WP_188764399.1	28.346	254	171	4	12	263	2	246	5.83e-136	392	46.85
6KFS_A	WP_106599283.1	25.591	254	178	4	13	264	2	246	8.88e-136	392	46.06
6KFS_A	WP_068484510.1	26.400	250	173	3	16	263	3	243	9.05e-136	392	45.20
6KFS_A	WP_068842713.1	29.084	251	167	3	12	260	2	243	9.10e-136	392	47.41
6KFS_A	WP_182804567.1	29.084	251	167	4	12	260	2	243	9.54e-136	391	46.61
6KFS_A	WP_198999553.1	29.084	251	167	3	12	260	2	243	1.04e-135	392	47.41
6KFS_A	WP_116873322.1	26.667	255	176	4	14	266	3	248	2.25e-135	391	45.10
6KFS_A	WP_071505270.1	27.559	254	173	3	13	264	3	247	3.05e-135	391	45.28
6KFS_A	WP_166563382.1	30.400	250	163	3	17	264	4	244	3.10e-135	391	46.80
6KFS_A	WP_121360601.1	27.451	255	174	4	12	264	2	247	3.36e-135	390	46.27
6KFS_A	WP_041518387.1	29.297	256	170	4	12	265	2	248	5.20e-135	390	48.05
6KFS_A	WP_153657706.1	28.125	256	173	3	12	265	2	248	7.34e-135	389	44.92
6KFS_A	WP_133527124.1	28.685	251	168	3	12	260	2	243	8.21e-135	389	47.81
6KFS_A	WP_163490139.1	28.063	253	171	3	13	263	3	246	1.07e-134	389	46.64
6KFS_A	WP_182959330.1	27.843	255	173	4	12	264	2	247	1.08e-134	389	47.06
6KFS_A	WP_131554884.1	29.134	254	169	4	13	264	3	247	1.58e-134	389	47.24
6KFS_A	WP_108686810.1	27.381	252	172	4	15	264	4	246	1.69e-134	389	45.24
6KFS_A	WP_121319619.1	28.287	251	169	4	12	260	2	243	3.55e-134	388	47.01
6KFS_A	WP_121360438.1	28.685	251	168	3	12	260	2	243	6.06e-134	387	47.01
6KFS_A	WP_078005321.1	27.888	251	170	4	12	260	2	243	1.13e-133	386	46.61
6KFS_A	WP_073408637.1	28.685	251	168	3	12	260	2	243	1.38e-133	386	47.01
6KFS_A	WP_071634644.1	27.490	251	171	3	12	260	2	243	1.46e-133	386	47.41
6KFS_A	WP_065450348.1	27.888	251	170	4	12	260	2	243	1.52e-133	386	46.61
6KFS_A	WP_062549423.1	28.235	255	172	4	12	264	8	253	2.15e-133	386	46.67
6KFS_A	WP_194618990.1	27.888	251	170	4	12	260	2	243	2.31e-133	386	47.41
6KFS_A	WP_013407705.1	27.668	253	172	3	16	266	2	245	2.68e-133	386	45.45
6KFS_A	WP_156309406.1	29.200	250	165	5	13	259	3	243	2.86e-133	386	48.40
6KFS_A	WP_012026804.1	28.685	251	168	3	12	260	2	243	3.24e-133	385	47.01
6KFS_A	WP_127125117.1	25.794	252	176	4	15	264	4	246	5.92e-133	385	45.24
6KFS_A	WP_173970031.1	28.685	251	168	4	12	260	2	243	7.15e-133	384	48.61
6KFS_A	WP_197091696.1	29.200	250	165	5	13	259	4	244	7.93e-133	384	48.40
6KFS_A	WP_091140989.1	26.087	253	176	4	13	263	3	246	1.30e-132	384	46.64
6KFS_A	WP_115970805.1	29.084	251	166	5	13	260	3	244	1.70e-132	384	48.61
6KFS_A	WP_093196548.1	28.287	251	169	4	16	264	3	244	3.92e-132	382	45.02
6KFS_A	WP_165308567.1	26.190	252	175	3	16	265	2	244	6.63e-132	382	44.84
6KFS_A	WP_183916567.1	29.084	251	166	5	13	260	3	244	2.51e-131	381	49.40
6KFS_A	WP_129052752.1	26.693	251	173	3	12	260	2	243	2.55e-131	381	48.21
6KFS_A	WP_099719401.1	27.092	251	172	3	12	260	2	243	4.17e-131	380	48.21
6KFS_A	WP_157588272.1	28.287	251	169	3	12	260	2	243	5.61e-131	380	45.42
6KFS_A	WP_089053068.1	26.693	251	173	3	12	260	2	243	8.41e-131	379	48.21
6KFS_A	WP_089058649.1	26.693	251	173	3	12	260	2	243	9.28e-131	379	48.21
6KFS_A	WP_182921498.1	28.125	256	173	3	12	265	2	248	1.41e-130	379	44.53
6KFS_A	WP_152124200.1	29.412	255	169	4	13	265	3	248	2.98e-130	378	48.63
6KFS_A	WP_121122592.1	26.693	251	173	3	16	264	2	243	6.45e-130	377	44.62
6KFS_A	WP_108635588.1	26.693	251	173	3	16	264	2	243	7.69e-130	377	44.62
6KFS_A	WP_173087507.1	26.877	253	174	3	13	263	3	246	8.01e-130	377	48.22
6KFS_A	WP_129022758.1	26.295	251	174	3	12	260	2	243	1.39e-129	376	47.81
6KFS_A	WP_015361113.1	27.953	254	172	3	15	266	4	248	4.86e-124	362	46.06
6KFS_A	WP_084289446.1	25.000	252	178	3	14	263	3	245	6.24e-122	357	45.24
6KFS_A	WP_068598662.1	27.092	251	172	3	13	261	3	244	2.02e-121	355	46.61
6KFS_A	WP_167919030.1	29.644	253	168	5	18	266	5	251	1.54e-117	346	47.43
6KFS_A	WP_092853592.1	30.830	253	165	5	18	266	5	251	3.90e-117	345	46.64
6KFS_A	WP_110305092.1	29.134	254	167	5	18	266	3	248	1.03e-116	344	45.28
6KFS_A	WP_194527250.1	30.435	253	166	5	18	266	5	251	1.50e-116	343	46.25
6KFS_A	WP_106567585.1	30.859	256	168	5	15	266	2	252	4.00e-115	340	48.05
6KFS_A	WP_036154600.1	30.078	256	169	5	15	266	2	251	5.02e-115	339	45.31
6KFS_A	WP_109617172.1	31.687	243	155	4	13	253	3	236	5.13e-115	339	44.03
6KFS_A	WP_100926505.1	32.099	243	154	4	13	253	3	236	6.45e-115	339	45.27
6KFS_A	WP_073315401.1	31.276	243	156	4	13	253	3	236	8.96e-115	338	45.27
6KFS_A	WP_062621620.1	32.922	243	152	4	13	253	3	236	1.75e-114	337	45.68
6KFS_A	WP_075343881.1	31.687	243	155	4	13	253	3	236	2.22e-114	337	46.09
6KFS_A	WP_069659777.1	29.070	258	170	5	14	266	2	251	3.97e-114	337	44.96
6KFS_A	WP_105002423.1	30.992	242	156	4	13	252	3	235	5.76e-114	336	45.04
6KFS_A	WP_180907624.1	31.496	254	161	5	18	266	3	248	7.78e-114	336	46.06
6KFS_A	WP_076455290.1	28.854	253	170	5	18	266	5	251	1.31e-113	336	44.66
6KFS_A	WP_130277659.1	31.102	254	166	5	17	266	4	252	1.40e-113	336	47.64
6KFS_A	WP_154784978.1	31.102	254	162	5	18	266	3	248	1.40e-113	336	45.67
6KFS_A	WP_095164579.1	28.854	253	170	5	18	266	5	251	3.17e-113	335	47.04
6KFS_A	WP_104813660.1	32.099	243	154	4	13	253	3	236	4.17e-113	334	46.50
6KFS_A	WP_166579201.1	28.854	253	170	5	18	266	5	251	6.98e-113	334	47.04
6KFS_A	WP_166551039.1	28.854	253	170	5	18	266	5	251	9.28e-113	334	46.64
6KFS_A	WP_157361546.1	30.435	253	166	5	18	266	5	251	9.69e-113	334	46.25
6KFS_A	WP_035141483.1	30.709	254	163	5	18	266	3	248	1.20e-112	333	45.28
6KFS_A	WP_044208460.1	32.510	243	153	4	13	253	3	236	1.44e-112	333	46.09
6KFS_A	WP_169662917.1	34.016	244	150	4	12	253	2	236	1.59e-112	332	45.90
6KFS_A	WP_106290784.1	28.682	258	171	5	14	266	2	251	2.11e-112	333	44.57
6KFS_A	WP_069836112.1	31.687	243	155	4	13	253	3	236	2.60e-112	332	46.50
6KFS_A	WP_066212370.1	33.607	244	151	4	12	253	2	236	3.27e-112	332	45.90
6KFS_A	WP_148544644.1	31.967	244	155	4	12	253	2	236	4.11e-112	332	45.90
6KFS_A	WP_134272059.1	33.471	242	150	4	13	252	3	235	6.23e-112	331	45.87
6KFS_A	WP_167271559.1	27.016	248	171	3	17	263	2	240	6.69e-112	331	44.76
6KFS_A	WP_163421022.1	34.298	242	148	4	13	252	3	235	7.20e-112	331	46.69
6KFS_A	WP_016196613.1	28.958	259	171	5	14	267	2	252	1.49e-111	331	44.79
6KFS_A	WP_076650632.1	32.645	242	153	4	13	252	3	236	1.64e-111	330	46.28
6KFS_A	WP_154858054.1	30.864	243	157	4	13	253	3	236	1.86e-111	330	45.27
6KFS_A	WP_093669934.1	31.818	242	154	4	13	252	3	235	2.76e-111	329	45.45
6KFS_A	WP_109830319.1	31.276	243	156	4	13	253	3	236	2.98e-111	329	45.68
6KFS_A	WP_092168055.1	30.864	243	157	4	13	253	3	236	5.04e-111	329	45.27
6KFS_A	WP_162418506.1	30.864	243	157	4	13	253	3	236	1.03e-110	328	45.27
6KFS_A	WP_130936555.1	30.864	243	157	4	13	253	3	236	1.62e-110	327	44.44
6KFS_A	WP_080053967.1	32.283	254	160	5	17	266	18	263	1.92e-109	326	46.85
6KFS_A	WP_147168135.1	32.099	243	155	4	13	253	3	237	3.13e-109	324	45.68
6KFS_A	WP_013632480.1	25.581	258	180	5	13	266	2	251	6.61e-109	324	45.74
6KFS_A	WP_106144355.1	32.510	243	153	4	13	253	3	236	7.99e-109	323	46.91
6KFS_A	WP_106638196.1	31.325	249	158	5	18	264	5	242	1.91e-106	318	45.78
6KFS_A	WP_194120019.1	26.316	247	170	4	17	261	2	238	8.90e-106	315	47.77
6KFS_A	WP_057937867.1	26.210	248	172	3	14	259	2	240	3.24e-105	314	41.94
6KFS_A	WP_159471428.1	26.721	247	169	4	17	261	2	238	2.37e-104	312	46.56
6KFS_A	WP_137339906.1	26.316	247	170	4	17	261	2	238	3.79e-104	311	46.15
6KFS_A	WP_190890830.1	30.859	256	164	5	12	260	2	251	7.02e-104	311	48.83
6KFS_A	WP_036305061.1	24.609	256	182	3	13	267	2	247	4.83e-103	309	42.97
6KFS_A	WP_104428652.1	24.609	256	182	3	13	267	2	247	9.21e-103	308	42.58
6KFS_A	WP_036244726.1	24.609	256	182	3	13	267	2	247	1.21e-102	308	42.97
6KFS_A	WP_006893469.1	24.609	256	182	3	13	267	2	247	2.21e-102	307	42.97
6KFS_A	WP_104422403.1	25.098	255	180	3	14	267	3	247	6.04e-102	306	42.35
6KFS_A	WP_074591362.1	27.165	254	172	4	15	265	8	251	4.77e-101	304	45.67
6KFS_A	WP_037437692.1	27.165	254	172	4	15	265	8	251	5.44e-101	304	45.67
6KFS_A	XP_002177507.1	100.000	256	0	0	12	267	262	517	5.22e-98	305	100.00
6KFS_A	WP_188626824.1	28.455	246	164	5	17	260	3	238	1.46e-94	287	45.12
6KFS_A	WP_068420066.1	27.863	262	164	7	20	265	10	262	6.14e-92	282	40.84
6KFS_A	XP_002297283.1	43.600	250	137	3	12	260	47	293	6.50e-91	280	63.60
6KFS_A	WP_165253308.1	27.099	262	166	7	20	265	10	262	2.71e-89	275	40.46
6KFS_A	WP_169529687.1	23.140	242	175	3	17	256	3	235	1.80e-88	272	41.32
6KFS_A	XP_002177506.1	59.274	248	100	1	14	261	69	315	1.95e-88	282	75.81
6KFS_A	XP_002177506.1	61.600	250	94	1	14	263	319	566	4.20e-70	235	73.20
6KFS_A	XP_002177505.1	59.274	248	100	1	14	261	50	296	1.99e-88	282	75.81
6KFS_A	XP_002177505.1	62.753	247	90	1	14	260	300	544	4.19e-69	232	74.09
6KFS_A	WP_045226578.1	32.510	243	147	5	20	252	6	241	8.13e-87	268	50.62
6KFS_A	XP_002297285.1	43.320	247	136	3	15	260	63	306	8.95e-87	270	61.94
6KFS_A	WP_165068168.1	24.803	254	171	8	19	264	9	250	1.83e-84	263	39.76
6KFS_A	WP_073135631.1	25.000	252	175	5	15	264	41	280	8.20e-84	261	41.27
6KFS_A	WP_106147272.1	31.818	242	154	4	13	252	3	235	8.95e-84	260	45.87
6KFS_A	WP_160144171.1	23.810	252	178	5	15	264	40	279	2.21e-83	260	40.08
6KFS_A	WP_145177896.1	34.177	237	144	4	17	251	4	230	1.74e-82	256	50.63
6KFS_A	WP_145041964.1	31.224	237	150	5	17	251	4	229	5.11e-82	255	49.37
6KFS_A	WP_145218702.1	30.802	237	152	4	17	251	4	230	8.17e-82	254	48.95
6KFS_A	XP_002177508.1	48.828	256	117	2	19	260	5	260	1.78e-81	255	65.23
6KFS_A	WP_145270246.1	26.923	260	168	6	20	266	10	260	9.32e-81	253	40.00
6KFS_A	WP_144985169.1	32.911	237	147	4	17	251	4	230	3.76e-80	250	48.95
6KFS_A	XP_005776873.1	27.344	256	165	8	18	267	51	291	2.18e-77	251	44.53
6KFS_A	XP_005758903.1	27.451	255	164	7	18	266	65	304	3.73e-77	245	44.71
6KFS_A	WP_018127699.1	32.203	236	149	4	19	252	2	228	1.51e-76	241	47.88
6KFS_A	WP_066217333.1	32.489	237	148	5	19	252	2	229	2.01e-76	241	49.37
6KFS_A	WP_168222268.1	28.372	215	138	5	54	263	36	239	1.37e-75	240	41.40
6KFS_A	WP_116034808.1	31.197	234	146	5	20	248	4	227	6.55e-74	234	49.57
6KFS_A	WP_101072784.1	29.515	227	150	4	23	247	5	223	8.23e-74	234	46.70
6KFS_A	XP_005769956.1	28.251	223	142	5	48	266	70	278	1.54e-71	230	45.74
6KFS_A	WP_069132628.1	30.736	231	149	4	19	247	1	222	4.29e-69	222	47.19
6KFS_A	WP_020402456.1	32.751	229	141	5	19	244	1	219	1.71e-68	220	48.47
6KFS_A	WP_142455082.1	30.932	236	148	6	17	249	1	224	2.79e-65	212	42.80
6KFS_A	WP_103665731.1	30.303	231	148	5	17	244	1	221	5.27e-61	201	45.89
6KFS_A	WP_107822632.1	29.289	239	156	7	14	249	2	230	4.32e-56	189	46.86
6KFS_A	WP_093920455.1	28.814	236	155	7	15	247	3	228	1.33e-54	185	46.61
6KFS_A	WP_120275776.1	29.832	238	156	6	14	249	2	230	3.04e-54	184	48.74
6KFS_A	WP_133466132.1	29.362	235	155	5	15	247	3	228	5.16e-54	184	45.53
6KFS_A	WP_163714573.1	28.151	238	160	5	14	249	2	230	6.27e-54	183	46.64
6KFS_A	WP_053183998.1	28.151	238	158	7	15	249	4	231	4.12e-53	181	45.38
6KFS_A	WP_159516977.1	26.180	233	161	5	17	247	5	228	4.50e-53	181	43.35
6KFS_A	XP_005763376.1	25.287	174	117	4	93	266	33	193	2.29e-51	176	45.40
6KFS_A	XP_002286051.1	30.738	244	143	11	21	244	93	330	1.96e-45	173	48.36
6KFS_A	XP_004989761.1	31.441	229	148	4	21	248	26	246	8.82e-42	153	48.47


